x,y
-2.7277250430317057,-1.598651108793114
-5.345238116040446,-141.73710664706198
-2.097062088160966,1.020428792235615
-3.467043827285429,-10.229157166627882
-4.100965560923923,-28.547265909309193
-3.4745961824992757,-9.57711296641638
-2.369707260321778,0.7951665122548683
-4.753519703326027,-70.87936703399414
-4.0472484009088365,-26.26339636356814
-4.947621169480485,-89.09277635173625
-4.568942457208426,-54.27517622695235
-2.570845299646132,-0.4062147778217583
-3.6963372866425632,-14.966088810159157
-4.85559066061017,-78.02776076034684
-2.6181389017751178,-2.166434865477243
-5.250297370007598,-127.79532344177525
-5.587354271854086,-185.92282246035919
-5.404204330312677,-151.6290358381199
-4.785450984139304,-72.64452491997875
-5.141135878056845,-112.09648101868378
-5.492435277658215,-167.19158986352278
-2.3106900666576555,-0.6506990267339128
-2.63893220497672,-0.4623351698538727
-4.527443513474333,-51.330656136565075
-3.979091113771552,-23.113839965412662
-5.838026256868875,-242.11698435305107
-5.744634729622852,-219.65004653384236
-2.9028429213564455,-3.420904167869235
-4.16904477713709,-31.648658016246717
-5.09122663703058,-105.64160149287109
-3.400122628612123,-8.13784778169914
-3.2621504279223923,-5.387639830668204
-3.801682355712464,-17.081611955940698
-5.992272682630863,-283.6032159115177
-2.763892078332722,-1.6748188962475377
-5.462998568053675,-161.38127661031524
-2.7707373366327075,-2.2056333540794397
-3.919838938859758,-21.012017540338867
-2.2986062136844274,-0.320054287204513
-4.374833451089827,-42.05994341973752
-4.1922343572148355,-31.709380536288823
-3.908044162250509,-20.953120754955737
-5.041318116855187,-100.51921220576358
-4.87549131586962,-82.083855347509
-5.194076947557138,-118.87666960848415
-4.927034117797165,-86.29990825039441
-2.5775987449146376,-0.9556521814685821
-4.860203506856811,-79.90800949821595
-5.544127047478545,-176.95893658669
-4.672561760350707,-63.073879920416445
